date,type,title,url
11/30/2007,Fiscal Compliance,Department of Human Resources - Office of the Secretary and Related Units,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d11cc9d724560674466
11/13/2017,Fiscal Compliance,Comptroller of Maryland - Information Technology Division (Fiscal Operations),https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d11cc9d724560674468
03/31/2015,Fiscal Compliance,Comptroller of Maryland - Information Technology Division - Annapolis Data Center Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d11cc9d72456067446a
06/16/2014,Fiscal Compliance,Comptroller of Maryland - Information Technology Division (Fiscal Operations),https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067446c
12/07/2011,Fiscal Compliance,Comptroller of Maryland - Information Technology Division (Fiscal Operations),https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067446e
12/21/2010,Fiscal Compliance,Comptroller of Maryland - Information Technology Division (Data Center and Network Review),https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674470
05/29/2008,Fiscal Compliance,Comptroller of the Treasury - Information Technology Division (Fiscal Operations),https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674472
09/12/2016,Fiscal Compliance,Department of Information Technology,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674474
08/01/2013,Fiscal Compliance,Department of Information Technology,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674476
11/10/2009,Fiscal Compliance,Department of Information Technology,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674478
03/13/2017,Fiscal Compliance,Financial Management Information System - Centralized Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067447b
04/26/2013,Fiscal Compliance,Financial Management Information System - Centralized Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067447e
11/05/2009,Fiscal Compliance,Financial Management Information System - Centralized Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674481
11/20/2014,Fiscal Compliance,Maryland Insurance Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674483
06/22/2011,Fiscal Compliance,Maryland Insurance Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674485
12/08/2008,Fiscal Compliance,Maryland Insurance Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674487
05/08/2017,Fiscal Compliance,Judiciary,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674489
08/18/2016,Fiscal Compliance,Judiciary - Judicial Information Systems,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067448b
07/16/2013,Fiscal Compliance,Judiciary,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067448d
02/28/2012,Fiscal Compliance,Judiciary - Judicial Information Systems,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067448f
08/24/2010,Fiscal Compliance,Judiciary,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674491
11/18/2008,Fiscal Compliance,Judiciary - Judicial Information Systems,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674493
11/01/2017,Fiscal Compliance,Department of Juvenile Services,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674495
05/15/2014,Fiscal Compliance,Department of Juvenile Services,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674497
09/29/2010,Fiscal Compliance,Department of Juvenile Services,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d724560674499
07/11/2007,Fiscal Compliance,Department of Juvenile Services,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067449b
03/31/2015,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Labor and Industry",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d12cc9d72456067449d
02/01/2012,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Labor and Industry",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d72456067449f
03/16/2009,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Labor and Industry",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744a1
08/07/2017,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Office of the Secretary - Division of Administration - Division of Workforce Development and Adult Learning",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744a3
08/12/2014,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Office of the Secretary - Division of Administration - Division of Workforce Development and Adult Learning",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744a5
10/04/2011,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Office of the Secretary - Division of Administration - Division of Workforce Development and Adult Learning
                                                            



NOTE: Effective July 1, 2008, the scope of our audit of DLLR's Office of the Secretary includes the Division of Workforce Development, which was subsequently renamed the Division of Workforce Development and Adult Learning.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744a7
01/09/2009,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Workforce Development",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744a9
11/21/2008,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Office of the Secretary - Division of Administration",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744ab
03/25/2016,Fiscal Compliance,Department of Health and Mental Hygiene - Laboratories Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744ad
07/26/2012,Fiscal Compliance,Department of Health and Mental Hygiene - Laboratories Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744af
09/30/2009,Fiscal Compliance,Department of Health and Mental Hygiene - Laboratories Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744b1
07/19/2017,Fiscal Compliance,Maryland Legal Services Corporation,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744b3
09/18/2014,Fiscal Compliance,Maryland Legal Services Corporation,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744b5
10/18/2011,Fiscal Compliance,Maryland Legal Services Corporation,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744b7
07/30/2009,Fiscal Compliance,Maryland Legal Services Corporation,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744b9
07/24/2015,Fiscal Compliance,Department of Human Resources - Local Department Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744bb
05/16/2012,Fiscal Compliance,Department of Human Resources - Local Department Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744bd
08/04/2009,Fiscal Compliance,Department of Human Resources - Local Department Operations,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744bf
02/26/2016,Fiscal Compliance,Maryland Longitudinal Data System Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744c1
04/14/2015,Fiscal Compliance,State Lottery and Gaming Control Agency,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744c3
05/21/2012,Fiscal Compliance,State Lottery Agency,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744c5
12/08/2008,Fiscal Compliance,State Lottery Agency,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744c7
08/18/2017,Fiscal Compliance,"Maryland Department of Health - Medical Care Programs Administration
                                                            



NOTE: Effective July 1, 2014, the Mental Hygiene Administration and the Alcohol and Drug Abuse Administration were merged to create the Behavioral Health Administration within the Maryland Department of Health (MDH). Effective January 1, 2015, MDH implemented a new integrated Public Behavioral Health System. Certain functions previously performed by MHA are now performed by the Medical Care Programs Administration (MCPA). Specifically, MCPA now monitors and accounts for activities of the Administrative Service Organization (ASO) responsible for the authorization of behavioral health services, data collection, claims submission, and the payment of claims. Activities of the ASO since January 1, 2015 were excluded from this audit and are included in our audits of MCPA.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744c9
04/25/2014,Fiscal Compliance,Department of Health and Mental Hygiene - Medical Care Programs Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744cb
12/06/2010,Fiscal Compliance,Department of Health and Mental Hygiene - Medical Care Programs Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d13cc9d7245606744cd
09/18/2014,Fiscal Compliance,Department of Health and Mental Hygiene - Mental Hygiene Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744cf
07/12/2011,Fiscal Compliance,Department of Health and Mental Hygiene - Mental Hygiene Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744d1
05/21/2008,Fiscal Compliance,Department of Health and Mental Hygiene - Mental Hygiene Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744d3
03/09/2016,Fiscal Compliance,Military Department,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744d5
05/30/2013,Fiscal Compliance,Military Department,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744d7
03/23/2010,Fiscal Compliance,Military Department,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744d9
10/09/2014,Fiscal Compliance,Morgan State University,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744db
07/15/2011,Fiscal Compliance,Morgan State University,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744dd
02/08/2008,Fiscal Compliance,Morgan State University,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744df
11/22/2017,Fiscal Compliance,Department of Transportation - Motor Vehicle Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744e1
05/19/2014,Fiscal Compliance,Department of Transportation - Motor Vehicle Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744e3
10/13/2010,Fiscal Compliance,Department of Transportation - Motor Vehicle Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744e5
10/19/2007,Fiscal Compliance,Department of Transportation - Motor Vehicle Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744e7
04/01/2013,Fiscal Compliance,"Baltimore City Police Department Death Relief Fund
                                                            



NOTE: OLA no longer conducts audits of the Baltimore City Police Department Death Relief Fund.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744e9
03/01/2010,Fiscal Compliance,Baltimore City Police Department Death Relief Fund,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744eb
12/16/2008,Fiscal Compliance,"Department of Health and Mental Hygiene - Regional Institute for Children and Adolescents - Southern Maryland
                                                            



                                                        NOTE: OLA no longer conducts audits of Regional Institute for Children and Adolescents - Southern Maryland because the Institute was closed.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744ed
12/22/2009,Fiscal Compliance,"Department of Health and Mental Hygiene - Rosewood Center
                                                            



                                                        NOTE: OLA no longer conducts audits of Rosewood Center because the Center was closed.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744ef
09/23/2008,Fiscal Compliance,Department of Health and Mental Hygiene - Rosewood Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744f1
04/12/2010,Fiscal Compliance,"Department of Health and Mental Hygiene - Walter P. Carter Community Mental Health Center
                                                            



                                                        NOTE: OLA no longer conducts audits of Walter P. Carter Community Mental Health Center because the Center was closed.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744f3
09/24/2012,Fiscal Compliance,"Maryland Automobile Insurance Fund
                                                            



                                                        NOTE: OLA no longer conducts audits of the Maryland Automobile Insurance Fund.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744f5
11/04/2009,Fiscal Compliance,Maryland Automobile Insurance Fund,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744f7
02/28/2012,Fiscal Compliance,"Maryland Health Care Provider Rate Stabilization Fund - January 1, 2011 to December 31, 2011
                                                            



                                                        NOTE: OLA no longer conducts a separate audit of the Maryland Health Care Provider Rate Stabilization Fund due to changes in the applicable statute.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744f9
03/11/2011,Fiscal Compliance,"Maryland Health Care Provider Rate Stabilization Fund - January 1, 2010 to December 31, 2010",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744fb
03/05/2010,Fiscal Compliance,"Maryland Health Care Provider Rate Stabilization Fund - January 1, 2009 to December 31, 2009",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744fd
03/06/2009,Fiscal Compliance,"Maryland Health Care Provider Rate Stabilization Fund - January 1, 2008 to December 31, 2008",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d7245606744ff
03/10/2008,Fiscal Compliance,"Maryland Health Care Provider Rate Stabilization Fund - January 1, 2007 to December 31, 2007",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5aa004594212033a3cdd098d
03/23/2017,Fiscal Compliance,"Maryland Health Insurance Plan
                                                            



NOTE: MHIP closed effective July 1, 2016.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d724560674502
02/16/2016,Fiscal Compliance,Maryland Health Insurance Plan,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d14cc9d724560674504
04/25/2012,Fiscal Compliance,"Maryland Health Insurance Plan
                                                            



NOTE: Effective October 1, 2008, MHIP became an independent unit of State government. MHIP activities were previously subject to audit as part of the Maryland Insurance Administration.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674506
02/25/2008,Fiscal Compliance,"Medical Mutual Liability Insurance Society of Maryland
                                                            



                                                        NOTE: OLA only conducts audits of the Medical Mutual Liability Insurance Society of Maryland as required by law.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674508
01/12/2010,Fiscal Compliance,"University System of Maryland - University of Maryland Biotechnology Institute
                                                            



                                                        NOTE: OLA no longer conducts a separate audit of the University of Maryland Biotechnology Institute because the Institute was abolished and its programs were transferred to various University System of Maryland institutions.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067450a
09/06/2017,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2016 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067450c
07/12/2017,Fiscal Compliance,Department of Natural Resources,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067450e
06/21/2016,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2015 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674510
06/12/2015,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2014 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674512
08/18/2014,Fiscal Compliance,Department of Natural Resources,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674514
06/16/2014,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2013 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674516
06/18/2013,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2012 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674518
06/06/2012,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2011 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067451a
06/28/2011,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2010 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067451c
04/01/2011,Fiscal Compliance,Department of Natural Resources,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067451e
04/27/2010,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2009 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674520
06/04/2009,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2008 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674522
08/01/2008,Fiscal Compliance,Department of Natural Resources,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674524
07/29/2008,Fiscal Compliance,"Potomac River Fisheries Commission - Report for the Year Ended June 30, 2007 (Examination)",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674526
11/28/2017,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Occupational and Professional Licensing",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674528
02/27/2014,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Occupational and Professional Licensing",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067452a
10/22/2010,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Occupational and Professional Licensing",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067452c
10/06/2008,Fiscal Compliance,"Department of Labor, Licensing and Regulation - Division of Occupational and Professional Licensing",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d72456067452e
12/07/2016,Fiscal Compliance,Office of People's Counsel,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d15cc9d724560674530
06/19/2014,Fiscal Compliance,Office of People's Counsel,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674532
03/23/2011,Fiscal Compliance,Office of People's Counsel,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674534
04/18/2008,Fiscal Compliance,Office of People's Counsel,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674536
09/18/2015,Fiscal Compliance,Department of Health and Mental Hygiene - Clifton T. Perkins Hospital Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674538
12/06/2012,Fiscal Compliance,Department of Health and Mental Hygiene - Clifton T. Perkins Hospital Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067453a
06/09/2010,Fiscal Compliance,Department of Health and Mental Hygiene - Clifton T. Perkins Hospital Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067453c
05/19/2015,Fiscal Compliance,Department of Budget and Management - Office of Personnel Services and Benefits,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067453e
12/14/2011,Fiscal Compliance,Department of Budget and Management - Office of Personnel Services and Benefits,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674540
02/19/2009,Fiscal Compliance,Department of Budget and Management - Office of Personnel Services and Benefits,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674542
04/12/2017,Fiscal Compliance,Maryland Department of Planning,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674544
04/25/2014,Fiscal Compliance,Maryland Department of Planning,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674546
04/28/2011,Fiscal Compliance,Maryland Department of Planning,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674548
07/02/2008,Fiscal Compliance,Maryland Department of Planning,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067454a
11/23/2015,Fiscal Compliance,Department of State Police,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067454c
03/20/2013,Fiscal Compliance,Department of State Police,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067454e
01/20/2010,Fiscal Compliance,Department of State Police,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674550
01/04/2018,Fiscal Compliance,Department of Transportation - Maryland Port Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674552
10/01/2014,Fiscal Compliance,Department of Transportation - Maryland Port Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674554
10/14/2011,Fiscal Compliance,Department of Transportation - Maryland Port Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674556
02/23/2009,Fiscal Compliance,Department of Transportation - Maryland Port Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674558
01/03/2018,Fiscal Compliance,Maryland Department of Health - Potomac Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067455a
01/07/2014,Fiscal Compliance,Department of Health and Mental Hygiene - Potomac Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067455c
07/07/2010,Fiscal Compliance,Department of Health and Mental Hygiene - Potomac Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067455e
08/17/2007,Fiscal Compliance,Department of Health and Mental Hygiene - Potomac Center,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674560
03/18/2015,Fiscal Compliance,"Department of Health and Mental Hygiene - Prevention and Health Promotion Administration - Health Systems and Infastructure Administration - Office of Preparedness and Response
                                                            



NOTE: Effective July 1, 2012, DHMH integrated certain responsibilities and financial activities of the Family Health Administration and the Infectious Disease and Environmental Health Administration into the newly created Prevention and Health Promotion Administration.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674562
08/23/2011,Fiscal Compliance,Department of Health and Mental Hygiene - Family Health Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674564
12/17/2010,Fiscal Compliance,"Department of Health and Mental Hygiene - Infectious Disease and Environmental Health Administration
                                                            



                                                        NOTE: Effective July 23, 2009, the Community Health Administration was merged with the AIDS Administration to form the newly created Infectious Disease and Health Environmental Administration.",https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674566
07/18/2008,Fiscal Compliance,Department of Health and Mental Hygiene - Family Health Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674568
05/02/2008,Fiscal Compliance,Department of Health and Mental Hygiene - Community Health Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067456a
10/24/2007,Fiscal Compliance,Department of Health and Mental Hygiene - AIDS Administration,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067456c
12/07/2016,Fiscal Compliance,Department of General Services - Office of Procurement and Logistics,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d72456067456e
11/08/2013,Fiscal Compliance,Department of General Services - Office of Procurement and Logistics,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d16cc9d724560674570
05/05/2010,Fiscal Compliance,Department of General Services - Office of Procurement and Logistics,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d724560674572
09/12/2016,Fiscal Compliance,Property Tax Assessment Appeals Boards,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d724560674574
10/19/2012,Fiscal Compliance,Property Tax Assessment Appeals Boards,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d724560674576
02/04/2010,Fiscal Compliance,Property Tax Assessment Appeals Boards,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d724560674578
09/22/2015,Fiscal Compliance,Office of the State Prosecutor,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d72456067457a
01/08/2013,Fiscal Compliance,Office of the State Prosecutor,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d72456067457c
12/23/2009,Fiscal Compliance,Office of the State Prosecutor,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d72456067457e
06/13/2016,Fiscal Compliance,Maryland Public Broadcasting Commission,https://www.ola.state.md.us/umbraco/Api/ReportFile/GetReport?fileId=5a8f4d17cc9d724560674580
